,complements,substitutes,frequency_dict,context_dict
1938,"['economy', 'organization', 'essence', 'culture', 'ideal', 'criticism', 'institutions', 'institution', 'mankind', 'technical', 'objective', 'community', 'unity', 'enterprise', 'discipline', 'Christianity', 'humanity', 'evolution', 'personality', 'reform', 'scientific', 'universe', 'universal', 'doctrine', 'constitution', 'civilization', 'science', 'reality', 'philosophy', 'religion', 'environment']","['environment', 'religion', 'philosophy', 'reality', 'science', 'civilization', 'constitution', 'doctrine', 'universal', 'universe', 'scientific', 'reform', 'personality', 'evolution', 'humanity', 'Christianity', 'discipline', 'unity', 'enterprise', 'community', 'objective', 'technical', 'mankind', 'institution', 'institutions', 'criticism', 'ideal', 'culture', 'essence', 'organization', 'economy']","{'discipline': (0.7860236167907715, 119), 'humanity': (0.7820594310760498, 137), 'ideal': (0.7744055986404419, 182), 'institution': (0.7620735168457031, 126), 'criticism': (0.7473092079162598, 137), 'philosophy': (0.7469336986541748, 253), 'technical': (0.7452508211135864, 102), 'unity': (0.7434300184249878, 318), 'essence': (0.742103636264801, 162), 'civilization': (0.7405608892440796, 127), 'objective': (0.7403242588043213, 100), 'Christianity': (0.739153265953064, 181), 'culture': (0.7379451394081116, 166), 'religion': (0.7330552339553833, 662), 'economy': (0.7297056913375854, 149), 'science': (0.7287747263908386, 471), 'reform': (0.7282021045684814, 142), 'universal': (0.7271374464035034, 193), 'reality': (0.7267909646034241, 299), 'mankind': (0.723305881023407, 215), 'personality': (0.7230126857757568, 118), 'scientific': (0.7222650051116943, 165), 'constitution': (0.7205694317817688, 274), 'enterprise': (0.719092607498169, 110), 'organization': (0.7183678150177002, 244), 'doctrine': (0.7133766412734985, 360), 'environment': (0.7075308561325073, 114), 'community': (0.7069592475891113, 475), 'evolution': (0.7069070339202881, 157), 'universe': (0.7068973779678345, 197), 'institutions': (0.7058959007263184, 136)}","{'discipline': -0.011, 'humanity': -0.021, 'ideal': 0.131, 'institution': 0.083, 'criticism': 0.119, 'philosophy': -0.163, 'technical': 0.056, 'unity': -0.003, 'essence': 0.197, 'civilization': -0.085, 'objective': 0.048, 'Christianity': -0.02, 'culture': 0.183, 'religion': -0.272, 'economy': 0.263, 'science': -0.107, 'reform': -0.035, 'universal': -0.07, 'reality': -0.113, 'mankind': 0.075, 'personality': -0.032, 'scientific': -0.048, 'constitution': -0.08, 'enterprise': -0.003, 'organization': 0.248, 'doctrine': -0.076, 'environment': -0.385, 'community': 0.012, 'evolution': -0.023, 'universe': -0.058, 'institutions': 0.105}"
1974,"['rational', 'literary', 'participation', 'educational', 'religious', 'welfare', 'survival', 'organisation', 'universal', 'technical', 'consciousness', 'politics', 'violence', 'intelligence', 'mankind', 'organization', 'scientific', 'spiritual', 'revolution', 'moral', 'reality', 'realm', 'revolutionary', 'preservation', 'philosophy', 'equality', 'professional', 'universe', 'purely', 'identity', 'reform', 'programme', 'conscience', 'pursuit', 'security', 'democratic']","['democratic', 'security', 'pursuit', 'conscience', 'programme', 'reform', 'identity', 'purely', 'universe', 'equality', 'professional', 'philosophy', 'preservation', 'revolutionary', 'realm', 'reality', 'moral', 'revolution', 'spiritual', 'scientific', 'organization', 'mankind', 'intelligence', 'violence', 'politics', 'consciousness', 'technical', 'universal', 'organisation', 'survival', 'welfare', 'religious', 'educational', 'participation', 'literary', 'rational']","{'reform': (0.7495076060295105, 138), 'organisation': (0.7435221672058105, 143), 'democratic': (0.7356881499290466, 102), 'spiritual': (0.7287461757659912, 128), 'organization': (0.7244046926498413, 358), 'identity': (0.722190797328949, 149), 'politics': (0.7210829257965088, 253), 'security': (0.7110012173652649, 281), 'equality': (0.7035632729530334, 115), 'scientific': (0.700873851776123, 214), 'programme': (0.6998341679573059, 115), 'educational': (0.6967120170593262, 175), 'intelligence': (0.6960601806640625, 101), 'moral': (0.6960390210151672, 338), 'revolution': (0.6945880651473999, 294), 'philosophy': (0.6918396353721619, 263), 'survival': (0.6915223598480225, 152), 'conscience': (0.6898415088653564, 125), 'mankind': (0.6895186901092529, 126), 'professional': (0.68907630443573, 127), 'literary': (0.6863533854484558, 132), 'participation': (0.6858608722686768, 119), 'pursuit': (0.682933509349823, 118), 'realm': (0.6826657652854919, 161), 'consciousness': (0.6801837682723999, 233), 'religious': (0.6794167757034302, 401), 'revolutionary': (0.6786910891532898, 121), 'welfare': (0.6766976714134216, 204), 'preservation': (0.675806999206543, 109), 'rational': (0.675577700138092, 102), 'universal': (0.6753652095794678, 157), 'purely': (0.6744173765182495, 102), 'technical': (0.6729134321212769, 208), 'reality': (0.6706934571266174, 355), 'violence': (0.6697016954421997, 175), 'universe': (0.6691634654998779, 187)}","{'reform': -0.083, 'organisation': 0.047, 'democratic': -0.149, 'spiritual': -0.007, 'organization': -0.003, 'identity': -0.073, 'politics': 0.021, 'security': -0.142, 'equality': -0.048, 'scientific': -0.005, 'programme': -0.087, 'educational': 0.123, 'intelligence': 0.006, 'moral': -0.017, 'revolution': -0.016, 'philosophy': -0.047, 'survival': 0.064, 'conscience': -0.108, 'mankind': -0.001, 'professional': -0.048, 'literary': 0.198, 'participation': 0.162, 'pursuit': -0.127, 'realm': -0.022, 'consciousness': 0.028, 'religious': 0.119, 'revolutionary': -0.028, 'welfare': 0.114, 'preservation': -0.038, 'rational': 0.513, 'universal': 0.044, 'purely': -0.071, 'technical': 0.031, 'reality': -0.018, 'violence': 0.013, 'universe': -0.049}"
2000,"['intelligence', 'capitalist', 'reform', 'preservation', 'regulation', 'psychology', 'enterprise', 'transformation', 'essence', 'intervention', 'evolution', 'democratic', 'politics', 'science', 'painting', 'constitutional', 'medicine', 'dimension', 'agency', 'legislation', 'realm', 'promotion', 'integration', 'insurance', 'manufacturing', 'discourse', 'leadership', 'cognitive', 'philosophy', 'style', 'origins']","['origins', 'style', 'philosophy', 'cognitive', 'leadership', 'discourse', 'manufacturing', 'insurance', 'integration', 'promotion', 'realm', 'legislation', 'agency', 'dimension', 'medicine', 'constitutional', 'painting', 'science', 'politics', 'democratic', 'evolution', 'intervention', 'essence', 'transformation', 'enterprise', 'psychology', 'regulation', 'reform', 'preservation', 'capitalist', 'intelligence']","{'promotion': (0.7234654426574707, 117), 'discourse': (0.6997740864753723, 165), 'democratic': (0.6988072991371155, 164), 'politics': (0.6972564458847046, 476), 'agency': (0.6884295344352722, 109), 'regulation': (0.6875864267349243, 171), 'capitalist': (0.685417652130127, 132), 'intelligence': (0.6845353841781616, 115), 'painting': (0.6843856573104858, 137), 'realm': (0.6841785907745361, 181), 'integration': (0.6815526485443115, 151), 'constitutional': (0.6801249384880066, 105), 'enterprise': (0.6797181367874146, 108), 'medicine': (0.6795309782028198, 109), 'cognitive': (0.6790225505828857, 105), 'reform': (0.6762517690658569, 224), 'essence': (0.675971269607544, 211), 'style': (0.6753658652305603, 322), 'dimension': (0.6744257807731628, 116), 'evolution': (0.6728577613830566, 265), 'transformation': (0.6724340915679932, 161), 'manufacturing': (0.671873927116394, 105), 'preservation': (0.6715303063392639, 112), 'science': (0.6712912917137146, 636), 'psychology': (0.6703169345855713, 105), 'philosophy': (0.6691620349884033, 328), 'legislation': (0.6658816933631897, 139), 'intervention': (0.6642265915870667, 166), 'origins': (0.6603543758392334, 153), 'insurance': (0.6601925492286682, 112), 'leadership': (0.6591842174530029, 153)}","{'promotion': -0.108, 'discourse': -0.522, 'democratic': 0.106, 'politics': 0.104, 'agency': -0.007, 'regulation': 0.726, 'capitalist': 0.858, 'intelligence': 0.881, 'painting': 0.089, 'realm': -0.072, 'integration': -0.179, 'constitutional': 0.063, 'enterprise': 0.542, 'medicine': 0.039, 'cognitive': -0.627, 'reform': 0.784, 'essence': 0.21, 'style': -0.751, 'dimension': 0.025, 'evolution': 0.149, 'transformation': 0.529, 'manufacturing': -0.492, 'preservation': 0.784, 'science': 0.098, 'psychology': 0.586, 'philosophy': -0.705, 'legislation': -0.041, 'intervention': 0.178, 'origins': -0.871, 'insurance': -0.195, 'leadership': -0.544}"
1950,"['department', 'literary', 'discipline', 'security', 'reform', 'politics', 'criticism', 'symbol', 'commercial', 'status', 'restoration', 'training', 'tragedy', 'ideal', 'organization']","['organization', 'ideal', 'tragedy', 'training', 'restoration', 'status', 'commercial', 'symbol', 'criticism', 'politics', 'reform', 'security', 'discipline', 'literary', 'department']","{'organization': (0.7475099563598633, 173), 'politics': (0.7424218058586121, 203), 'status': (0.7412307858467102, 177), 'ideal': (0.7370809316635132, 160), 'reform': (0.7317491769790649, 121), 'tragedy': (0.7287620306015015, 110), 'training': (0.7271651029586792, 150), 'restoration': (0.7257950305938721, 117), 'commercial': (0.7253178954124451, 137), 'security': (0.7233335971832275, 223), 'criticism': (0.723020613193512, 175), 'department': (0.7211040258407593, 100), 'symbol': (0.7206118702888489, 104), 'discipline': (0.7187919020652771, 100), 'literary': (0.7181779146194458, 172)}","{'organization': -0.914, 'politics': 0.141, 'status': -0.069, 'ideal': -0.81, 'reform': 0.151, 'tragedy': -0.65, 'training': -0.531, 'restoration': -0.209, 'commercial': 0.015, 'security': 0.825, 'criticism': 0.101, 'department': 0.951, 'symbol': 0.038, 'discipline': 0.847, 'literary': 0.896}"
1927,['reform'],['reform'],"{'reform': (0.7688645124435425, 104)}",{'reform': 0.016}
1937,"['organization', 'intelligence', 'organisation']","['organisation', 'intelligence', 'organization']","{'organisation': (0.7577639818191528, 105), 'organization': (0.754453718662262, 227), 'intelligence': (0.7355637550354004, 123)}","{'organisation': -0.563, 'organization': 0.124, 'intelligence': -0.412}"
1936,"['discipline', 'training', 'concept', 'masses', 'economy', 'organization', 'preservation', 'culture', 'medicine', 'reform']","['reform', 'medicine', 'culture', 'preservation', 'organization', 'economy', 'masses', 'concept', 'training', 'discipline']","{'organization': (0.7959685921669006, 213), 'economy': (0.7891305685043335, 135), 'reform': (0.7697526812553406, 128), 'culture': (0.7692031264305115, 182), 'masses': (0.7687103748321533, 117), 'discipline': (0.7646691203117371, 109), 'training': (0.760777473449707, 132), 'medicine': (0.7587155103683472, 128), 'concept': (0.7580364942550659, 133), 'preservation': (0.7497046589851379, 120)}","{'organization': 0.016, 'economy': 0.04, 'reform': -0.903, 'culture': -0.832, 'masses': 0.08, 'discipline': 0.886, 'training': 0.819, 'medicine': -0.866, 'concept': 0.123, 'preservation': -0.759}"
2008,"['equality', 'culture', 'regional', 'sciences', 'revolution', 'stability', 'welfare', 'democratic', 'liberal', 'intelligence', 'media', 'medicine', 'integration', 'sphere', 'practices', 'logic', 'spiritual', 'university', 'security', 'educational', 'reality', 'contemporary', 'societies', 'technology', 'traditional', 'global', 'commercial', 'institution', 'scientific', 'technical', 'society', 'organisation', 'politics', 'transformation', 'landscape', 'discipline', 'unity']","['unity', 'discipline', 'landscape', 'transformation', 'politics', 'organisation', 'society', 'technical', 'scientific', 'institution', 'commercial', 'global', 'traditional', 'technology', 'societies', 'contemporary', 'reality', 'educational', 'security', 'university', 'spiritual', 'logic', 'sphere', 'practices', 'medicine', 'integration', 'media', 'intelligence', 'liberal', 'democratic', 'welfare', 'stability', 'revolution', 'sciences', 'regional', 'culture', 'equality']","{'democratic': (0.7658092975616455, 122), 'politics': (0.7401184439659119, 328), 'medicine': (0.7394245266914368, 124), 'transformation': (0.736564040184021, 115), 'stability': (0.7303050756454468, 134), 'revolution': (0.7231664657592773, 189), 'scientific': (0.7226830720901489, 222), 'unity': (0.7165440320968628, 173), 'welfare': (0.7152923345565796, 232), 'spiritual': (0.7103221416473389, 195), 'culture': (0.708297848701477, 460), 'societies': (0.706131100654602, 110), 'university': (0.7053492069244385, 126), 'equality': (0.7045023441314697, 126), 'integration': (0.7044153213500977, 118), 'traditional': (0.7042299509048462, 223), 'contemporary': (0.7038240432739258, 144), 'organisation': (0.6992711424827576, 119), 'landscape': (0.6990842223167419, 108), 'commercial': (0.6981661319732666, 172), 'liberal': (0.6980828046798706, 123), 'regional': (0.697024941444397, 106), 'educational': (0.6960889101028442, 106), 'society': (0.695077657699585, 1016), 'institution': (0.6950706839561462, 143), 'security': (0.6949213743209839, 324), 'intelligence': (0.6934130191802979, 148), 'sciences': (0.6894065141677856, 146), 'logic': (0.6893988251686096, 131), 'technical': (0.6892961859703064, 142), 'global': (0.6883541345596313, 271), 'reality': (0.6880592703819275, 444), 'media': (0.687610387802124, 225), 'discipline': (0.6869761347770691, 123), 'sphere': (0.685027539730072, 206), 'technology': (0.6846224665641785, 220), 'practices': (0.6843389272689819, 156)}","{'democratic': 0.552, 'politics': -0.708, 'medicine': 0.099, 'transformation': -0.723, 'stability': 0.62, 'revolution': 0.623, 'scientific': -0.579, 'unity': -0.791, 'welfare': 0.587, 'spiritual': 0.065, 'culture': 0.756, 'societies': -0.094, 'university': 0.025, 'equality': 0.784, 'integration': 0.099, 'traditional': -0.155, 'contemporary': -0.048, 'organisation': -0.663, 'landscape': -0.734, 'commercial': -0.207, 'liberal': 0.35, 'regional': 0.729, 'educational': -0.028, 'society': -0.641, 'institution': -0.565, 'security': -0.022, 'intelligence': 0.206, 'sciences': 0.719, 'logic': 0.09, 'technical': -0.637, 'global': -0.159, 'reality': -0.042, 'media': 0.102, 'discipline': -0.747, 'sphere': 0.097, 'technology': -0.112, 'practices': 0.097}"
1965,"['science', 'objective', 'unity', 'democratic', 'traditional', 'culture', 'discipline', 'department', 'instruction', 'institutions', 'training', 'personality', 'evolution', 'classical', 'teaching', 'arts', 'intelligence', 'economy', 'institution', 'organisation', 'reform', 'politics', 'organization', 'revolutionary', 'intellectual', 'drama', 'management', 'society', 'programme', 'agriculture']","['agriculture', 'programme', 'society', 'management', 'drama', 'intellectual', 'revolutionary', 'organization', 'politics', 'reform', 'organisation', 'institution', 'intelligence', 'economy', 'arts', 'teaching', 'classical', 'evolution', 'personality', 'training', 'institutions', 'instruction', 'department', 'discipline', 'culture', 'traditional', 'democratic', 'unity', 'objective', 'science']","{'organisation': (0.8025902509689331, 110), 'organization': (0.786138653755188, 266), 'reform': (0.7751133441925049, 142), 'democratic': (0.7729455828666687, 101), 'drama': (0.7598642110824585, 100), 'politics': (0.7517498135566711, 259), 'personality': (0.7440751194953918, 129), 'intelligence': (0.722859263420105, 105), 'culture': (0.7165524363517761, 283), 'economy': (0.716119647026062, 338), 'unity': (0.7147186994552612, 325), 'institution': (0.7139531373977661, 119), 'discipline': (0.7139119505882263, 113), 'teaching': (0.7131866216659546, 248), 'arts': (0.7131099700927734, 157), 'objective': (0.704535961151123, 147), 'traditional': (0.7030514478683472, 161), 'training': (0.7023026943206787, 235), 'institutions': (0.7006458044052124, 168), 'instruction': (0.7005957365036011, 108), 'science': (0.699874758720398, 514), 'agriculture': (0.69916832447052, 140), 'department': (0.6986704468727112, 129), 'management': (0.6984461545944214, 253), 'society': (0.6970880031585693, 885), 'intellectual': (0.6953017711639404, 139), 'programme': (0.6943070888519287, 119), 'evolution': (0.6928597688674927, 172), 'classical': (0.6926554441452026, 141), 'revolutionary': (0.69106125831604, 117)}","{'organisation': -0.023, 'organization': -0.068, 'reform': -0.051, 'democratic': 0.126, 'drama': -0.115, 'politics': -0.062, 'personality': 0.061, 'intelligence': 0.003, 'culture': 0.115, 'economy': 0.003, 'unity': 0.172, 'institution': -0.022, 'discipline': 0.109, 'teaching': 0.009, 'arts': 0.005, 'objective': 0.385, 'traditional': 0.123, 'training': 0.067, 'institutions': 0.07, 'instruction': 0.095, 'science': 0.419, 'agriculture': -0.304, 'department': 0.096, 'management': -0.116, 'society': -0.142, 'intellectual': -0.099, 'programme': -0.171, 'evolution': 0.053, 'classical': 0.016, 'revolutionary': -0.076}"
1909,"['simplicity', 'morality']","['morality', 'simplicity']","{'simplicity': (0.7961676120758057, 108), 'morality': (0.7849705815315247, 107)}","{'simplicity': 0.055, 'morality': 0.021}"
1988,"['democratic', 'nation', 'medicine', 'culture', 'philosophy', 'capitalism', 'socialist', 'transformation', 'organization', 'institution', 'logic', 'regulation', 'organisation', 'arts', 'politics', 'perception', 'realm']","['realm', 'perception', 'politics', 'arts', 'organisation', 'regulation', 'logic', 'institution', 'organization', 'transformation', 'socialist', 'capitalism', 'philosophy', 'culture', 'medicine', 'nation', 'democratic']","{'democratic': (0.786578893661499, 104), 'organisation': (0.7613613605499268, 184), 'socialist': (0.7447191476821899, 123), 'medicine': (0.7294918894767761, 103), 'capitalism': (0.7282997369766235, 110), 'politics': (0.7271683216094971, 361), 'realm': (0.7253459692001343, 152), 'logic': (0.7228428721427917, 161), 'organization': (0.7216554880142212, 408), 'regulation': (0.7207242250442505, 109), 'transformation': (0.717136025428772, 131), 'arts': (0.7153175473213196, 181), 'philosophy': (0.7135310173034668, 295), 'institution': (0.7130595445632935, 145), 'perception': (0.7129279375076294, 126), 'nation': (0.7121230959892273, 519), 'culture': (0.7118270993232727, 459)}","{'democratic': 0.464, 'organisation': -0.317, 'socialist': 0.215, 'medicine': 0.358, 'capitalism': 0.246, 'politics': -0.568, 'realm': -0.695, 'logic': -0.052, 'organization': -0.019, 'regulation': -0.181, 'transformation': 0.078, 'arts': -0.324, 'philosophy': 0.311, 'institution': -0.028, 'perception': -0.654, 'nation': 0.453, 'culture': 0.351}"
1953,"['realm', 'culture', 'unconscious', 'organization']","['organization', 'unconscious', 'culture', 'realm']","{'unconscious': (0.7438621520996094, 110), 'organization': (0.7286794185638428, 175), 'culture': (0.7124999761581421, 157), 'realm': (0.7121490836143494, 194)}","{'unconscious': -0.597, 'organization': -0.699, 'culture': 0.09, 'realm': 0.131}"
